"Timestamp","What is your gender?","What is your age?","Do you play video games or have you ever played video games?","How frequent do you now or in the past are you used to play video games?","What type of device do you use to play video games?","What genres of video games do you prefer playing?","For fun and enjoyment","To feel competent","To escape from daily routine/to have a break","To improve my skills and education","For fitness","To be part of a community","To be a professional gamer, for e-sports","Because it is challenging and rewarding","To socialize"
"2018/05/16 4:53:30 pm EET","Male","18-24","Yes","10-14 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Retrogaming console;Arcade","Arcade;Simulation;Action;Adventure;MMO;Racing;Logic game","7","7","7","7","5","7","7","7","7"
"2018/05/16 4:56:10 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Adventure;Strategy;Logic game","7","4","7","2","1","1","1","1","3"
"2018/05/16 4:56:41 pm EET","Male","18-24","Yes","20 hours or more a week","PC/Laptop","Arcade;Simulation;Puzzle;Action;Adventure;MMO;Strategy;Role-playing;Racing;Board or card game;Logic game","7","7","3","7","5","5","7","7","5"
"2018/05/16 8:32:05 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Puzzle;Logic game","7","6","6","4","1","4","1","5","4"
"2018/05/17 1:25:35 am EET","Male","30-34","Yes","20 hours or more a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Action;Adventure;Strategy;Role-playing;Racing;Board or card game;Logic game","7","7","7","1","1","7","1","7","6"
"2018/05/17 3:16:11 pm EET","Male","25-29","Yes","10-14 hours a week","PC/Laptop","Arcade;Action;Adventure;MMO;Strategy;Racing;Sports","7","3","6","3","3","4","1","4","3"
"2018/05/17 9:53:39 pm EET","Male","25-29","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","7","1","5","1","1","2","1","5","1"
"2018/05/18 5:21:21 pm EET","Male","25-29","No","Less than 3 hours a week","Smartphone","Sports","2","2","2","2","2","2","2","2","2"
"2018/05/18 5:24:32 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Arcade;Simulation;Puzzle;Strategy;Role-playing;Educational;Logic game","6","3","4","5","4","1","1","1","1"
"2018/05/18 5:33:00 pm EET","Female","25-29","No","Less than 3 hours a week","Smartphone","Logica","7","3","3","2","1","1","1","2","2"
"2018/05/18 8:02:55 pm EET","Male","18-24","Yes","10-14 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Role-playing","7","6","4","4","3","5","5","6","5"
"2018/05/18 8:05:16 pm EET","Male","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure","6","5","3","4","3","3","3","4","6"
"2018/05/18 9:57:41 pm EET","Male","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Action;MMO;Strategy;Role-playing;Racing;Sports","7","5","6","4","2","2","1","4","3"
"2018/05/18 10:00:23 pm EET","Male",">45","No","3-5 hours a week","Smartphone","Logic game","5","7","7","3","1","2","2","7","1"
"2018/05/18 10:24:55 pm EET","Female",">45","Yes","20 hours or more a week","Smartphone","Simulation","7","1","7","1","1","1","1","7","1"
"2018/05/19 3:14:44 am EET","Male","30-34","No","Less than 3 hours a week","PC/Laptop","Sports","2","1","1","2","1","2","2","2","2"
"2018/05/20 12:04:51 am EET","Male","30-34","Yes","Less than 3 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Adventure;Role-playing;Sports","5","4","3","3","2","3","3","2","1"
"2018/05/20 1:58:48 pm EET","Female","35-39","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Puzzle;Strategy;Logic game","7","1","5","1","1","1","1","1","1"
"2018/05/20 3:04:39 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Arcade;Simulation;Puzzle;Logic game","5","3","7","4","1","1","1","3","1"
"2018/05/20 4:34:30 pm EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop","Strategy","7","3","4","4","3","3","3","3","4"
"2018/05/20 4:50:01 pm EET","Male","18-24","Yes","6-9 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","6","5","6","4","3","1","1","2","1"
"2018/05/20 4:51:35 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Racing;Sports","7","1","4","1","3","1","1","1","1"
"2018/05/20 4:56:06 pm EET","Male","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Sports","7","4","5","3","1","3","1","5","3"
"2018/05/20 5:23:32 pm EET","Female","18-24","Yes","20 hours or more a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Adventure;MMO;Strategy;Role-playing;Racing","7","6","5","5","1","6","5","5","6"
"2018/05/20 6:12:16 pm EET","Male","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Racing;Sports","6","6","6","6","5","6","6","6","6"
"2018/05/20 6:55:41 pm EET","Male",">45","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Racing","5","3","6","4","6","3","1","5","4"
"2018/05/20 6:56:35 pm EET","Male","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop","Simulation;Action;Adventure;MMO;Strategy;Role-playing;Board or card game","7","4","6","4","2","7","2","7","7"
"2018/05/20 7:24:30 pm EET","Male","18-24","Yes","Less than 3 hours a week","PC/Laptop","Arcade;Strategy","7","3","2","3","1","3","1","7","4"
"2018/05/20 8:28:12 pm EET","Female","40-45","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Racing","7","1","3","1","1","1","1","1","1"
"2018/05/21 8:23:02 am EET","Male","25-29","Yes","Less than 3 hours a week","PC/Laptop","Arcade;Adventure;Strategy","6","4","5","3","3","3","2","5","1"
"2018/05/21 8:24:49 am EET","Female","25-29","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;Role-playing;Sports","6","4","7","5","4","3","3","4","1"
"2018/05/21 8:28:09 am EET","Male","25-29","Yes","20 hours or more a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Puzzle;Action;Racing;Sports","7","5","5","7","4","3","4","7","3"
"2018/05/21 8:35:44 am EET","Male","25-29","Yes","10-14 hours a week","PC/Laptop","Simulation;Adventure;Strategy;Role-playing","5","5","6","4","1","2","3","6","1"
"2018/05/21 8:37:48 am EET","Male","30-34","Yes","Less than 3 hours a week","PC/Laptop","Sports","6","6","6","3","3","2","2","4","6"
"2018/05/21 8:59:51 am EET","Female","30-34","Yes","6-9 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Puzzle;Sports","6","6","2","1","1","1","1","6","3"
"2018/05/21 9:02:51 am EET","Male","30-34","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","6","4","5","1","1","1","1","4","4"
"2018/05/21 9:04:31 am EET","Male","25-29","Yes","Less than 3 hours a week","Smartphone","Strategy","6","5","6","3","1","2","1","3","2"
"2018/05/21 9:22:49 am EET","Male","25-29","Yes","3-5 hours a week","PC/Laptop","Role-playing","6","2","5","2","2","4","1","6","5"
"2018/05/21 11:10:56 am EET","Male","18-24","Yes","15-19 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing;Board or card game","7","7","1","7","1","7","7","7","4"
"2018/05/21 11:13:27 am EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Simulation","6","1","2","4","1","1","1","1","1"
"2018/05/21 11:13:28 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Racing;Sports;Music, dance or party;Logic game","7","3","4","1","1","1","1","1","3"
"2018/05/21 11:21:21 am EET","Male","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","7","3","7","1","1","1","1","5","1"
"2018/05/21 11:27:01 am EET","Female","18-24","Yes","10-14 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Strategy;Racing","7","4","2","2","2","2","1","5","2"
"2018/05/21 11:32:59 am EET","Female","30-34","Yes","3-5 hours a week","Smartphone","Board or card game","5","2","5","1","1","1","1","5","1"
"2018/05/21 11:35:42 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Puzzle;Racing;Logic game","4","1","2","1","1","2","1","3","2"
"2018/05/21 11:40:09 am EET","Male","18-24","Yes","3-5 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Adventure;Racing;Sports;Music, dance or party;Board or card game","6","3","5","1","1","1","1","4","2"
"2018/05/21 11:43:50 am EET","Female","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action","6","4","3","1","1","1","1","4","2"
"2018/05/21 11:45:39 am EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Simulation;Strategy;Logic game","6","3","6","2","1","2","1","3","2"
"2018/05/21 11:46:59 am EET","Male","18-24","Yes","15-19 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing","6","4","6","7","1","3","2","5","2"
"2018/05/21 11:52:09 am EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;Strategy;Role-playing;Music, dance or party;Educational;Logic game","7","5","7","7","5","5","5","7","5"
"2018/05/21 11:52:30 am EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Adventure;MMO;Strategy;Role-playing;Music, dance or party;Logic game","6","5","6","6","6","6","4","6","6"
"2018/05/21 11:52:35 am EET","Female","30-34","Yes","Less than 3 hours a week","PC/Laptop","Role-playing","4","3","5","3","2","1","1","2","1"
"2018/05/21 11:53:30 am EET","Female","18-24","Yes","10-14 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure","6","6","7","5","5","6","4","4","6"
"2018/05/21 11:53:52 am EET","Male","18-24","Yes","6-9 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Racing","7","4","5","4","1","2","2","2","2"
"2018/05/21 11:53:55 am EET","Female","18-24","Yes","15-19 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Strategy;Role-playing","7","3","5","5","2","4","1","4","4"
"2018/05/21 11:54:07 am EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;Role-playing","7","2","7","1","1","1","1","2","1"
"2018/05/21 11:54:21 am EET","Female","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Action;Adventure;Logic game","7","3","2","5","2","5","1","7","3"
"2018/05/21 11:54:39 am EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Action","3","1","3","1","1","1","1","2","1"
"2018/05/21 11:54:42 am EET","Female","18-24","Yes","15-19 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing","6","7","5","6","6","6","6","6","6"
"2018/05/21 11:54:58 am EET","Female","25-29","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing","7","6","7","6","1","4","1","3","4"
"2018/05/21 11:55:36 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Logic game","7","2","7","1","1","4","1","4","2"
"2018/05/21 11:55:42 am EET","Male","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Sports","7","4","5","3","3","1","1","1","1"
"2018/05/21 11:55:52 am EET","Female","30-34","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Racing;Sports;Music, dance or party","6","4","5","4","4","4","4","5","6"
"2018/05/21 11:56:05 am EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop","Puzzle;Adventure;Role-playing;Logic game","7","2","5","5","1","1","1","4","1"
"2018/05/21 11:56:11 am EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;MMO;Role-playing","6","3","7","2","2","3","1","4","4"
"2018/05/21 11:56:23 am EET","Female","25-29","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Strategy;Role-playing;Music, dance or party;Logic game","7","1","5","1","1","1","1","1","1"
"2018/05/21 11:56:27 am EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Action","2","3","6","2","2","5","5","2","4"
"2018/05/21 11:56:47 am EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Simulation;Strategy;Role-playing;Logic game","4","4","4","4","4","4","4","4","4"
"2018/05/21 11:56:56 am EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Puzzle;Adventure;Sports;Music, dance or party","7","5","6","5","5","3","1","3","3"
"2018/05/21 11:57:11 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Puzzle;Adventure;Strategy;Logic game","5","4","5","4","1","4","1","3","4"
"2018/05/21 11:57:23 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;Role-playing;Board or card game","7","3","6","2","4","2","3","4","2"
"2018/05/21 11:57:38 am EET","Female","18-24","No","Less than 3 hours a week","Smartphone;PC/Laptop","Arcade;Adventure","6","3","5","2","2","2","1","5","1"
"2018/05/21 11:57:41 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing;Sports;Music, dance or party","4","1","6","1","1","1","1","2","1"
"2018/05/21 11:57:42 am EET","Female","18-24","No","3-5 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Strategy;Logic game","6","2","5","2","2","2","2","3","3"
"2018/05/21 11:57:53 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;Logic game","7","4","6","3","3","3","1","4","4"
"2018/05/21 11:58:17 am EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop","Arcade;Music, dance or party","4","4","6","3","3","2","1","3","1"
"2018/05/21 11:58:45 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Logic game","4","4","4","3","5","5","2","3","2"
"2018/05/21 11:59:06 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Nintendo ","Music, dance or party","5","2","3","4","1","1","1","2","4"
"2018/05/21 11:59:12 am EET","Female","18-24","Yes","Less than 3 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Music, dance or party","4","2","2","4","3","2","1","1","1"
"2018/05/21 11:59:12 am EET","Female","25-29","Yes","Less than 3 hours a week","PC/Laptop","Simulation","7","1","6","4","1","1","1","6","4"
"2018/05/21 11:59:14 am EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Simulation;Adventure;Role-playing;Educational","7","1","7","1","1","1","1","4","1"
"2018/05/21 11:59:26 am EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Arcade","Adventure;Logic game","7","4","1","7","1","1","1","4","1"
"2018/05/21 11:59:27 am EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Adventure","6","4","5","4","3","4","3","2","3"
"2018/05/21 11:59:35 am EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Action;Adventure;Sports","6","7","7","7","1","1","1","7","7"
"2018/05/21 11:59:44 am EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Puzzle","3","3","4","4","3","5","5","4","4"
"2018/05/21 11:59:53 am EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Adventure","3","1","2","1","1","3","1","3","3"
"2018/05/21 12:00:42 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop","Strategy","4","1","1","1","3","1","1","3","1"
"2018/05/21 12:00:56 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop","Arcade;Adventure;Strategy;Racing","7","5","6","1","1","1","1","3","4"
"2018/05/21 12:01:08 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Music, dance or party","7","3","4","6","3","7","1","1","1"
"2018/05/21 12:01:16 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Arcade;Simulation;Logic game","7","4","6","6","1","1","1","3","1"
"2018/05/21 12:01:21 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Action;Adventure;Strategy","7","3","5","4","1","4","2","5","5"
"2018/05/21 12:01:33 pm EET","Female","18-24","Yes","3-5 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing","7","5","6","3","1","4","1","6","3"
"2018/05/21 12:01:36 pm EET","Female","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation","7","3","4","7","3","3","1","1","1"
"2018/05/21 12:01:44 pm EET","Female","18-24","Yes","6-9 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Puzzle;Action;Adventure;Role-playing","7","1","5","1","1","1","1","1","1"
"2018/05/21 12:01:57 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Role-playing;Music, dance or party;Logic game","7","4","7","4","1","1","1","4","1"
"2018/05/21 12:02:30 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Arcade;Simulation","7","1","1","1","1","1","1","1","1"
"2018/05/21 12:02:49 pm EET","Female","25-29","Yes","10-14 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Role-playing;Racing;Logic game","7","4","6","5","1","1","1","7","2"
"2018/05/21 12:02:55 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Arcade;Simulation;Board or card game","7","5","5","3","1","1","1","6","1"
"2018/05/21 12:03:05 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Role-playing","1","1","3","1","1","1","1","1","1"
"2018/05/21 12:03:06 pm EET","Female","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure","3","5","5","2","1","3","3","3","3"
"2018/05/21 12:03:35 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop","Arcade;Simulation;Role-playing;Board or card game","6","3","6","2","1","1","1","6","1"
"2018/05/21 12:04:20 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Sports;Music, dance or party","5","2","2","2","2","4","1","2","1"
"2018/05/21 12:04:21 pm EET","Male","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Action;Adventure","7","7","6","7","4","7","7","7","7"
"2018/05/21 12:04:27 pm EET","Female","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Adventure;MMO;Strategy;Racing","7","2","6","5","1","1","1","7","1"
"2018/05/21 12:04:42 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing","4","1","2","1","1","1","1","1","1"
"2018/05/21 12:05:01 pm EET","Male","18-24","Yes","6-9 hours a week","PC/Laptop","Arcade;Simulation;Adventure","7","4","7","2","1","6","1","6","7"
"2018/05/21 12:05:40 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Action;Strategy;Role-playing;Educational;Logic game","6","4","7","6","3","2","2","5","1"
"2018/05/21 12:05:44 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;MMO;Role-playing","6","1","6","4","1","1","1","1","2"
"2018/05/21 12:05:55 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Role-playing","6","6","7","4","1","2","1","7","5"
"2018/05/21 12:05:55 pm EET","Female","18-24","No","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;Role-playing;Educational;Logic game","6","3","6","2","2","2","2","6","2"
"2018/05/21 12:06:34 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;Role-playing;Music, dance or party","5","3","4","2","1","1","3","2","1"
"2018/05/21 12:06:35 pm EET","Female","30-34","No","Less than 3 hours a week","Smartphone","Simulation","3","3","3","3","3","3","3","3","3"
"2018/05/21 12:06:40 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Strategy;Sports;Logic game","7","4","4","4","3","1","1","5","1"
"2018/05/21 12:06:56 pm EET","Female","18-24","Yes","20 hours or more a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action","5","3","4","3","1","4","1","3","5"
"2018/05/21 12:07:43 pm EET","Male","18-24","Yes","6-9 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Action;Adventure;Sports;Music, dance or party;Logic game","6","1","3","4","3","4","2","5","4"
"2018/05/21 12:07:48 pm EET","Female","25-29","Yes","3-5 hours a week","Smartphone","Logic game","3","3","3","3","3","3","3","3","3"
"2018/05/21 12:07:55 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Puzzle;Music, dance or party;Board or card game;Logic game","7","5","5","3","1","2","1","5","2"
"2018/05/21 12:07:55 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Puzzle;Board or card game;Logic game","7","1","6","1","1","1","1","4","1"
"2018/05/21 12:08:15 pm EET","Male","18-24","Yes","10-14 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Racing;Sports","7","2","6","4","1","3","5","5","1"
"2018/05/21 12:08:16 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Action;Adventure;Strategy","6","5","7","4","2","1","4","1","2"
"2018/05/21 12:08:18 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Music, dance or party","7","6","3","3","5","2","1","3","1"
"2018/05/21 12:08:19 pm EET","Female","18-24","No","6-9 hours a week","Smartphone","Simulation;Music, dance or party;Logic game","4","4","4","5","1","6","3","5","7"
"2018/05/21 12:08:54 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone","Simulation;Adventure;Strategy;Role-playing","6","1","6","4","1","5","1","6","4"
"2018/05/21 12:08:58 pm EET","Female","18-24","No","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Racing","4","3","3","4","1","3","1","3","3"
"2018/05/21 12:09:05 pm EET","Female","18-24","No","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Strategy;Educational","5","4","6","6","2","4","1","5","5"
"2018/05/21 12:09:18 pm EET","Female","18-24","Yes","10-14 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Role-playing;Sports;Music, dance or party;Logic game","6","5","7","6","5","5","5","5","6"
"2018/05/21 12:09:30 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Tablet","Simulation;Adventure;Strategy;Role-playing","7","2","2","2","1","1","1","1","1"
"2018/05/21 12:09:43 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Arcade;Action;Adventure","7","3","4","1","1","1","1","2","1"
"2018/05/21 12:09:57 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Strategy","6","4","3","1","1","1","1","1","1"
"2018/05/21 12:10:21 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Music, dance or party","5","1","3","1","1","1","1","4","1"
"2018/05/21 12:10:34 pm EET","Female","18-24","Yes","10-14 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Strategy;Role-playing","7","2","7","3","1","5","1","5","1"
