"Timestamp","What is your gender?","What is your age?","Do you play video games or have you ever played video games?","How frequent do you now or in the past are you used to play video games?","What type of device do you use to play video games?","What genres of video games do you prefer playing?","For fun and enjoyment","To feel competent","To escape from daily routine/to have a break","To improve my skills and education","For fitness","To be part of a community","To be a professional gamer, for e-sports","Because it is challenging and rewarding","To socialize"
"2018/05/21 12:10:56 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Racing;Logic game","7","5","7","5","3","3","1","5","2"
"2018/05/21 12:10:56 pm EET","Female","25-29","Yes","3-5 hours a week","PC/Laptop","Arcade;Strategy","6","3","5","3","1","1","1","5","1"
"2018/05/21 12:11:13 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Adventure;MMO;Role-playing","6","4","7","3","1","6","1","6","4"
"2018/05/21 12:11:26 pm EET","Female","18-24","Yes","Less than 3 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Strategy;Role-playing","7","3","3","1","1","2","1","1","1"
"2018/05/21 12:12:36 pm EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Action;Adventure;Role-playing;Sports;Music, dance or party;Board or card game","7","3","4","3","1","1","1","3","1"
"2018/05/21 12:12:53 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Logic game","1","1","1","1","1","1","1","1","1"
"2018/05/21 12:12:53 pm EET","Female","25-29","Yes","15-19 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Strategy;Logic game","7","4","7","7","1","5","1","7","5"
"2018/05/21 12:13:12 pm EET","Female","25-29","No","Less than 3 hours a week","PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade","3","2","2","1","1","4","1","1","3"
"2018/05/21 12:13:19 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Simulation","4","4","5","1","1","1","1","1","1"
"2018/05/21 12:13:48 pm EET","Male","18-24","Yes","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Action;Adventure;Strategy;Role-playing;Racing;Sports;Logic game","7","3","5","2","1","1","1","3","3"
"2018/05/21 12:13:57 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Strategy;Role-playing","4","4","4","4","3","2","2","2","3"
"2018/05/21 12:14:03 pm EET","Male","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Action;Adventure;MMO;Strategy;Role-playing;Logic game","5","4","2","5","1","1","1","4","3"
"2018/05/21 12:14:45 pm EET","Male","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Adventure;Sports","2","5","4","7","4","6","6","4","7"
"2018/05/21 12:14:54 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Music, dance or party;Educational","3","5","1","5","1","4","4","5","4"
"2018/05/21 12:15:16 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Adventure;Racing","4","2","4","2","1","1","1","1","1"
"2018/05/21 12:15:17 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Adventure;Sports;Music, dance or party","7","1","5","1","1","1","1","1","3"
"2018/05/21 12:15:19 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Role-playing;Sports;Board or card game;Logic game","6","2","5","2","4","1","1","2","2"
"2018/05/21 12:15:33 pm EET","Male","25-29","Yes","20 hours or more a week","Smartphone;PC/Laptop","MMO","7","7","7","7","4","7","2","7","7"
"2018/05/21 12:15:50 pm EET","Male","18-24","Yes","6-9 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;MMO;Strategy;Racing","7","1","5","1","1","3","1","5","6"
"2018/05/21 12:16:04 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure","7","3","2","4","1","6","1","3","7"
"2018/05/21 12:16:30 pm EET","Male","18-24","Yes","6-9 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Strategy;Sports","6","4","6","5","1","1","1","1","1"
"2018/05/21 12:16:40 pm EET","Female","18-24","Yes","20 hours or more a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;Role-playing;Music, dance or party;Logic game","7","5","6","3","2","2","2","4","5"
"2018/05/21 12:17:19 pm EET","Female","25-29","Yes","Less than 3 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Sports","4","3","4","3","5","3","4","5","3"
"2018/05/21 12:17:40 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Music, dance or party","5","3","5","3","5","1","1","1","1"
"2018/05/21 12:17:43 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop","Arcade;Simulation;Puzzle;Action;Adventure;Sports","5","4","5","4","3","3","1","2","1"
"2018/05/21 12:17:54 pm EET","Male","18-24","Yes","20 hours or more a week","Smartphone;PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Action;Strategy;Role-playing;Board or card game","7","5","7","1","1","2","3","7","5"
"2018/05/21 12:18:01 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Music, dance or party","5","1","3","1","6","1","1","1","1"
"2018/05/21 12:18:20 pm EET","Male","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Sports","7","1","4","1","1","2","1","1","2"
"2018/05/21 12:18:52 pm EET","Male","18-24","Yes","20 hours or more a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing","7","4","6","2","1","1","1","4","1"
"2018/05/21 12:18:55 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Arcade","5","4","7","4","3","5","2","4","5"
"2018/05/21 12:20:45 pm EET","Male","18-24","Yes","Less than 3 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Sports","7","5","5","5","1","5","4","4","5"
"2018/05/21 12:20:54 pm EET","Male","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","7","2","4","3","1","1","1","3","2"
"2018/05/21 12:20:56 pm EET","Female","18-24","No","Less than 3 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Sports","5","5","4","2","1","2","1","2","2"
"2018/05/21 12:20:59 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Arcade","Simulation;Puzzle;Action;Strategy;Role-playing;Music, dance or party;Educational;Logic game","7","2","6","6","1","5","1","1","4"
"2018/05/21 12:21:13 pm EET","Female","30-34","Yes","Less than 3 hours a week","Smartphone","Puzzle;Logic game","4","2","7","1","1","1","1","1","1"
"2018/05/21 12:22:11 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Simulation","7","4","6","7","3","1","1","3","1"
"2018/05/21 12:22:22 pm EET","Female","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Puzzle;Role-playing;Music, dance or party;Board or card game;Logic game","3","4","6","3","6","1","3","4","1"
"2018/05/21 12:22:47 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone;PC/Laptop","Adventure;Strategy;Racing","6","5","6","5","4","6","1","4","6"
"2018/05/21 12:23:07 pm EET","Female","18-24","Yes","10-14 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Action;Adventure;Logic game","7","1","7","2","1","1","1","2","1"
"2018/05/21 12:23:13 pm EET","Male","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;Role-playing;Racing;Sports","7","2","7","7","2","5","4","4","4"
"2018/05/21 12:23:54 pm EET","Female","25-29","Yes","15-19 hours a week","PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Action;Adventure;Role-playing;Music, dance or party","7","3","6","3","1","4","1","6","2"
"2018/05/21 12:23:57 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Puzzle;Music, dance or party","5","1","6","1","1","1","1","3","1"
"2018/05/21 12:24:03 pm EET","Male","18-24","Yes","10-14 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","5","2","5","1","3","3","1","1","4"
"2018/05/21 12:24:13 pm EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Puzzle;Music, dance or party;Logic game","5","7","2","5","1","1","1","3","1"
"2018/05/21 12:24:53 pm EET","Male","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure","7","7","3","6","1","2","2","3","1"
"2018/05/21 12:25:04 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Role-playing","6","1","4","1","1","1","1","1","1"
"2018/05/21 12:25:51 pm EET","Female","35-39","Yes","Less than 3 hours a week","Smartphone","Arcade;Simulation;Action;Strategy;Board or card game","7","5","6","6","1","1","1","1","1"
"2018/05/21 12:26:01 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports","7","4","4","4","4","2","2","5","4"
"2018/05/21 12:26:09 pm EET","Female","25-29","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Role-playing;Music, dance or party","7","5","4","3","6","1","1","1","1"
"2018/05/21 12:26:50 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Adventure;Strategy","7","1","7","2","1","1","1","1","1"
"2018/05/21 12:26:50 pm EET","Male","18-24","Yes","20 hours or more a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Role-playing;FPS","7","2","5","5","1","2","3","7","3"
"2018/05/21 12:26:51 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop","Simulation;Action;Adventure","3","6","4","5","2","4","2","3","7"
"2018/05/21 12:27:15 pm EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Simulation","4","5","4","6","7","3","1","3","7"
"2018/05/21 12:27:32 pm EET","Male","25-29","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;MMO;Sports","7","4","6","5","1","3","1","1","1"
"2018/05/21 12:28:42 pm EET","Female","18-24","Yes","6-9 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Adventure;MMO","7","3","6","2","1","2","2","5","1"
"2018/05/21 12:28:52 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Logic game","7","5","7","5","4","1","1","4","1"
"2018/05/21 12:28:54 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Puzzle;Logic game","6","5","5","1","3","2","1","1","1"
"2018/05/21 12:30:20 pm EET","Male","18-24","Yes","6-9 hours a week","PC/Laptop","MMO;Strategy;Role-playing","7","1","7","1","1","4","1","6","1"
"2018/05/21 12:30:30 pm EET","Male","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Strategy;Role-playing","7","3","7","2","1","2","1","4","2"
"2018/05/21 12:30:49 pm EET","Female","18-24","Yes","15-19 hours a week","PC/Laptop","Strategy","7","3","7","3","1","1","1","7","5"
"2018/05/21 12:30:52 pm EET","Female","18-24","Yes","10-14 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;Strategy;Role-playing","7","4","6","4","1","1","1","4","1"
"2018/05/21 12:31:46 pm EET","Female","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure","6","5","7","2","1","6","3","1","6"
"2018/05/21 12:31:53 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Adventure;Racing;Sports","4","4","3","3","2","1","3","4","3"
"2018/05/21 12:34:17 pm EET","Female","30-34","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Strategy;Music, dance or party;Logic game","7","5","1","3","1","1","1","5","1"
"2018/05/21 12:35:34 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Educational;Logic game","7","4","3","1","5","1","1","5","1"
"2018/05/21 12:36:03 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Strategy;Educational;Logic game","5","5","4","6","3","2","3","4","3"
"2018/05/21 12:36:29 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Strategy;Role-playing","5","4","4","3","1","1","1","3","2"
"2018/05/21 12:36:41 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone","Racing","5","3","4","3","2","3","1","2","3"
"2018/05/21 12:36:43 pm EET","Female","18-24","Yes","10-14 hours a week","PC/Laptop","Arcade;Adventure","6","6","6","6","4","5","2","5","5"
"2018/05/21 12:37:48 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Puzzle;Music, dance or party;Logic game","7","1","3","1","4","1","1","1","1"
"2018/05/21 12:38:08 pm EET","Male","18-24","Yes","15-19 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action","7","6","7","4","1","7","5","7","7"
"2018/05/21 12:38:17 pm EET","Female","18-24","No","3-5 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing;Logic game","7","1","5","1","1","1","1","1","1"
"2018/05/21 12:39:08 pm EET","Female","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Puzzle;Adventure;Strategy;Role-playing;Logic game","6","4","6","3","3","3","1","1","3"
"2018/05/21 12:39:57 pm EET","Female","18-24","Yes","10-14 hours a week","Smartphone;PC/Laptop","Puzzle;Adventure;Role-playing;Educational;Logic game","7","5","7","6","1","1","1","3","1"
"2018/05/21 12:40:01 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Adventure;Strategy;Sports","6","2","6","1","1","1","1","1","1"
"2018/05/21 12:40:05 pm EET","Female","18-24","Yes","10-14 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Puzzle;Adventure;Role-playing;Racing;Music, dance or party","7","3","6","2","1","5","1","4","3"
"2018/05/21 12:40:14 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Simulation;Adventure;Role-playing","4","4","4","4","4","4","4","4","4"
"2018/05/21 12:41:57 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Adventure","7","7","7","7","7","7","7","7","7"
"2018/05/21 12:44:02 pm EET","Male","18-24","Yes","20 hours or more a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;MMO;Strategy;Sports","6","4","5","5","1","5","1","3","3"
"2018/05/21 12:44:11 pm EET","Female","25-29","Yes","15-19 hours a week","Smartphone","Simulation;Adventure;Role-playing","6","6","3","5","3","3","1","5","2"
"2018/05/21 12:44:20 pm EET","Female","25-29","Yes","3-5 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;Racing;Educational","6","1","3","2","1","1","1","4","1"
"2018/05/21 12:44:21 pm EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Music, dance or party","6","2","6","2","1","1","1","3","1"
"2018/05/21 12:44:58 pm EET","Female","18-24","No","3-5 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Puzzle;Adventure;Logic game","4","3","3","4","3","3","1","2","5"
"2018/05/21 12:46:02 pm EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Arcade;Simulation;Puzzle","5","4","6","3","2","3","1","2","3"
"2018/05/21 12:47:35 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;DS","Simulation;Strategy;Role-playing;Logic game","7","4","6","4","4","3","4","5","2"
"2018/05/21 12:48:46 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Strategy;Role-playing;Music, dance or party","5","2","5","3","5","3","1","3","2"
"2018/05/21 12:51:42 pm EET","Female","18-24","Yes","10-14 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Puzzle;Action;Adventure;MMO;Strategy;Role-playing","4","3","4","3","2","3","1","4","1"
"2018/05/21 12:52:10 pm EET","Female","18-24","Yes","20 hours or more a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action","7","1","7","4","1","1","1","1","7"
"2018/05/21 12:52:35 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Role-playing;Music, dance or party","5","3","4","4","6","1","1","4","1"
"2018/05/21 12:52:41 pm EET","Female","25-29","No","Less than 3 hours a week","Smartphone","Strategy","4","5","6","4","1","1","2","2","1"
"2018/05/21 12:52:52 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Puzzle;Strategy;Logic game","4","3","4","4","2","1","2","1","1"
"2018/05/21 12:52:55 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports;Music, dance or party;Logic game","2","4","2","3","3","1","1","2","4"
"2018/05/21 12:53:13 pm EET","Male","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Adventure;Racing;Simulazione","7","1","4","1","1","1","1","3","1"
"2018/05/21 12:53:33 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Logic game","1","4","3","6","2","6","3","6","4"
"2018/05/21 12:53:50 pm EET","Female","18-24","No","3-5 hours a week","Smartphone","Logic game","4","5","3","4","2","3","3","3","3"
"2018/05/21 12:54:27 pm EET","Male",">45","No","Less than 3 hours a week","PC/Laptop","Arcade","2","4","4","5","5","5","5","4","4"
"2018/05/21 12:54:34 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Puzzle;Action;Adventure;Music, dance or party","6","5","6","5","5","6","7","6","4"
"2018/05/21 12:55:11 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Educational;Logic game","7","7","7","6","1","1","1","6","1"
"2018/05/21 12:58:07 pm EET","Male","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Sports","7","5","5","4","1","3","1","5","5"
"2018/05/21 12:58:11 pm EET","Male","18-24","Yes","3-5 hours a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Racing;Sports","7","1","4","1","1","1","1","1","1"
"2018/05/21 1:01:06 pm EET","Male","25-29","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Action;Racing;Sports","7","1","1","1","1","1","1","1","1"
"2018/05/21 1:01:07 pm EET","Male","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Strategy;Sports","5","5","6","3","2","6","2","5","6"
"2018/05/21 1:02:18 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure","5","4","4","2","4","2","2","3","2"
"2018/05/21 1:02:34 pm EET","Female","18-24","No","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure","6","7","7","7","7","7","7","7","7"
"2018/05/21 1:02:52 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone","Action;Adventure;Strategy;Logic game","6","3","6","4","2","2","2","6","2"
"2018/05/21 1:04:25 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Music, dance or party;Educational;Logic game","7","7","7","7","7","7","7","7","7"
"2018/05/21 1:06:18 pm EET","Female","18-24","No","Less than 3 hours a week","PC/Laptop","Music, dance or party;Educational;Logic game","7","3","1","4","1","1","1","6","1"
"2018/05/21 1:06:36 pm EET","Female","25-29","Yes","10-14 hours a week","PC/Laptop","Simulation;Strategy;Role-playing","7","1","7","4","1","1","1","4","1"
"2018/05/21 1:07:24 pm EET","Female","18-24","Yes","Less than 3 hours a week","Smartphone;PC/Laptop","Arcade;Simulation;Puzzle;Role-playing;Music, dance or party;Board or card game;Educational;Logic game","5","1","1","2","1","1","1","3","1"
"2018/05/21 1:07:28 pm EET","Female","18-24","Yes","3-5 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation","6","3","6","6","5","6","5","6","2"
"2018/05/21 1:08:25 pm EET","Female","25-29","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Role-playing;Music, dance or party","7","3","7","3","3","4","1","4","4"
"2018/05/21 1:09:30 pm EET","Female","18-24","Yes","3-5 hours a week","PC/Laptop","Simulation;Logic game","7","3","7","5","5","1","1","2","1"
"2018/05/21 1:09:37 pm EET","Female","30-34","Yes","Less than 3 hours a week","Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Arcade","Arcade;Strategy;Role-playing","5","1","5","1","3","1","1","4","1"
"2018/05/21 1:09:55 pm EET","Female","25-29","Yes","Less than 3 hours a week","Smartphone","Role-playing","7","2","3","1","1","1","1","1","1"
"2018/05/21 1:12:36 pm EET","Female","18-24","No","Less than 3 hours a week","Smartphone","Adventure","6","5","2","3","3","2","4","5","7"
"2018/05/21 1:13:33 pm EET","Female","18-24","Yes","6-9 hours a week","PC/Laptop","Arcade;Simulation;Puzzle;Action;Adventure;Strategy","7","2","7","1","1","5","1","6","1"
"2018/05/21 1:14:44 pm EET","Female","18-24","Yes","6-9 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","MMO;Strategy;Role-playing;Sports;Music, dance or party;Board or card game;Logic game","6","7","7","6","4","4","1","1","5"
"2018/05/21 1:16:43 pm EET","Male","18-24","Yes","3-5 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Sports;Wrestling","6","4","6","5","2","3","2","4","5"
"2018/05/21 1:17:57 pm EET","Female","18-24","Yes","Less than 3 hours a week","PC/Laptop","Strategy","7","2","5","2","1","3","1","6","5"
"2018/05/21 1:17:58 pm EET","Female","18-24","Yes","15-19 hours a week","PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Logic game","7","4","7","4","1","1","1","1","1"
"2018/05/21 1:18:00 pm EET","Female","18-24","Yes","15-19 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Action;Adventure;MMO;Music, dance or party","7","4","4","4","2","4","6","7","5"
"2018/05/21 1:18:18 pm EET","Female","25-29","Yes","6-9 hours a week","PC/Laptop","Simulation","7","7","7","7","1","3","2","3","2"
"2018/05/21 1:18:22 pm EET","Female","18-24","Yes","3-5 hours a week","Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;Music, dance or party","7","2","4","4","1","1","1","7","2"
"2018/05/21 1:18:45 pm EET","Male","18-24","Yes","10-14 hours a week","PC/Laptop","Arcade;Action;Adventure;MMO;Strategy;Racing;Sports;Battle royale","6","7","4","7","1","5","5","7","3"
"2018/05/21 1:19:14 pm EET","Male","18-24","Yes","6-9 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Racing;Sports","7","4","3","2","1","2","2","5","1"
"2018/05/21 1:19:44 pm EET","Male","25-29","Yes","20 hours or more a week","PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Arcade","Action;Adventure;MMO","6","1","1","1","1","1","1","6","6"
"2018/05/21 1:21:11 pm EET","Female","18-24","Yes","Less than 3 hours a week","Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing;Sports;Music, dance or party;Logic game","5","4","6","4","5","3","2","2","3"
"2018/05/21 1:22:05 pm EET","Female","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing;Logic game","2","2","1","2","1","3","1","2","2"
"2018/05/21 1:22:15 pm EET","Male","18-24","Yes","3-5 hours a week","Smartphone;PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Action;Adventure;Strategy;Racing;Sports;Board or card game","6","2","5","5","2","2","1","2","2"
